-4.98461050203	-4.61267465262
-4.29629355505	-4.4544249808
-4.9780568082	-4.2940864397
-4.29013956279	-4.94440593752
-4.8959195654	-4.54178913314
-4.59679270302	-4.58487223712
-4.46806459584	-4.35436360496
-4.81123332333	-4.93584016991
-4.67370686901	-4.1120747214
-4.30606503017	-4.40909383284
-4.01340031078	-4.34192885815
-4.1162658609	-4.4591090608
-4.17151083939	-4.61387542976
-4.14176731692	-4.90047280435
-4.72670283163	-4.97377048594
-4.09272153195	-4.83192826122
-4.97468654763	-4.0400213769
-4.51803832188	-4.45175114219
-4.23724256485	-4.18488205113
-4.49657943053	-4.53894190672
-4.87332877759	-4.60534895359
-4.62745880089	-4.75232826836
-4.56109199532	-4.74418648418
-4.35815694946	-4.57457088574
-4.59404719047	-4.69559897866
-4.86823763153	-4.86679057539
-4.32762634644	-4.65633318757
-4.61087599193	-4.53913528381
-4.96426085498	-4.01182460539
-4.14800494637	-4.49835701239
